Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
1752,1.0,0.4235,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1753,3.0,0.3318,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1754,0.0,0.2868,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1755,0.0,0.3157,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1756,3.0,0.3744,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1757,3.0,0.3273,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1758,3.0,0.2804,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1759,3.0,0.3358,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1760,0.0,0.2703,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1761,0.0,0.4011,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1762,1.0,0.3383,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1763,3.0,0.298,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1764,3.0,0.324,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1765,2.0,0.3724,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1766,0.0,0.2707,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1767,1.0,0.2808,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1768,1.0,0.2871,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1769,2.0,0.3193,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1770,0.0,0.3446,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1771,3.0,0.3445,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1772,3.0,0.3669,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1773,1.0,0.525,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1774,1.0,0.4085,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1775,3.0,0.2834,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1776,3.0,0.3728,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1777,0.0,0.3559,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1778,3.0,0.3749,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1779,0.0,0.3643,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1780,2.0,0.3201,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1781,0.0,0.323,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1782,3.0,0.3601,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1783,3.0,0.3886,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1784,2.0,0.3436,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1785,0.0,0.3822,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1786,2.0,0.349,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1787,1.0,0.2755,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1788,2.0,0.2834,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1789,3.0,0.3347,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1790,3.0,0.2949,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1791,3.0,0.3832,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1792,3.0,0.3023,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1793,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1794,3.0,0.4098,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1795,3.0,0.3,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1796,3.0,0.3554,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1797,2.0,0.2925,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1798,1.0,0.3272,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1799,3.0,0.3474,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1800,3.0,0.3972,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1801,0.0,0.3026,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1802,3.0,0.3768,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1803,1.0,0.3077,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1804,3.0,0.3197,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1805,3.0,0.3154,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1806,1.0,0.4347,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1807,1.0,0.3293,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1808,1.0,0.3168,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1809,1.0,0.3678,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1810,1.0,0.3384,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1811,1.0,0.3054,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1812,1.0,0.3049,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1813,3.0,0.3242,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1814,1.0,0.3566,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1815,1.0,0.2704,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1816,3.0,0.3433,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1817,3.0,0.4391,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1818,3.0,0.3039,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1819,1.0,0.3474,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1820,3.0,0.3264,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1821,1.0,0.4093,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1822,3.0,0.4246,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1823,2.0,0.3973,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1824,3.0,0.3266,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1825,3.0,0.3098,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1826,3.0,0.3981,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1827,1.0,0.5006,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1828,2.0,0.2986,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1829,2.0,0.2936,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1830,1.0,0.2797,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1831,3.0,0.3054,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1832,2.0,0.3615,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1833,3.0,0.4009,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1834,1.0,0.3187,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1835,1.0,0.3135,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1836,2.0,0.3593,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1837,3.0,0.3561,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1838,3.0,0.4778,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1839,3.0,0.3308,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1840,1.0,0.3071,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1841,0.0,0.3011,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1842,0.0,0.3759,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1843,2.0,0.3846,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1844,3.0,0.4619,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1845,3.0,0.3856,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1846,3.0,0.3346,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1847,3.0,0.4224,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1848,2.0,0.4023,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1849,3.0,0.318,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1850,0.0,0.3968,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1851,3.0,0.4552,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1852,0.0,0.3588,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1853,3.0,0.5395,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1854,3.0,0.4009,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1855,2.0,0.4467,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1856,3.0,0.3468,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1857,1.0,0.3688,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1858,3.0,0.3752,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1859,3.0,0.3585,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1860,3.0,0.3246,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1861,2.0,0.3251,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1862,3.0,0.2898,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1863,3.0,0.3205,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1864,2.0,0.407,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1865,2.0,0.3943,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1866,3.0,0.4528,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1867,3.0,0.3373,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1868,2.0,0.3755,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1869,2.0,0.3059,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1870,3.0,0.5171,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1871,2.0,0.4256,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1872,3.0,0.3321,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1873,3.0,0.3513,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1874,1.0,0.349,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1875,0.0,0.2906,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1876,2.0,0.3967,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1877,2.0,0.4455,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1878,3.0,0.3509,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1879,3.0,0.3514,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1880,3.0,0.3901,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1881,2.0,0.3248,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1882,2.0,0.3462,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1883,3.0,0.3856,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1884,3.0,0.4497,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1885,1.0,0.3161,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1886,3.0,0.3543,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1887,3.0,0.4157,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1888,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1889,3.0,0.3823,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1890,2.0,0.3172,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1891,2.0,0.3303,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1892,0.0,0.2764,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1893,0.0,0.3959,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1894,2.0,0.34,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1895,0.0,0.3843,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1896,2.0,0.3633,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1897,3.0,0.3853,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1898,0.0,0.3421,"drop, fashion, love, world, big, new, time, begin, go, pendant",
