Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
1428,2.0,0.328,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1429,3.0,0.3643,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1430,3.0,0.5026,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1431,3.0,0.3628,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1432,3.0,0.3769,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1433,3.0,0.5464,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1434,3.0,0.5355,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1435,3.0,0.5236,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1436,3.0,0.4064,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1437,3.0,0.4304,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1438,3.0,0.415,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1439,3.0,0.316,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1440,0.0,0.2956,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1441,3.0,0.3338,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1442,1.0,0.3013,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1443,1.0,0.3946,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1444,0.0,0.4206,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1445,3.0,0.3283,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1446,3.0,0.3959,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1447,3.0,0.4975,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1448,0.0,0.3176,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1449,3.0,0.3403,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1450,3.0,0.5397,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1451,0.0,0.3798,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1452,3.0,0.4181,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1453,3.0,0.4989,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1454,3.0,0.5845,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1455,3.0,0.3963,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1456,3.0,0.4379,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1457,3.0,0.5128,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1458,3.0,0.3704,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1459,3.0,0.3702,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1460,0.0,0.315,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1461,0.0,0.3304,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1462,3.0,0.307,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1463,1.0,0.3398,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1464,3.0,0.3609,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1465,1.0,0.2857,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1466,3.0,0.3594,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1467,3.0,0.4526,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1468,1.0,0.3289,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1469,3.0,0.3724,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1470,3.0,0.307,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1471,3.0,0.4447,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1472,3.0,0.3414,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1473,3.0,0.3192,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1474,3.0,0.5048,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1475,3.0,0.4247,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1476,3.0,0.4213,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1477,0.0,0.3655,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1478,1.0,0.3282,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1479,2.0,0.3154,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1480,0.0,0.2767,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1481,3.0,0.3514,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1482,2.0,0.2909,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1483,0.0,0.2905,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1484,0.0,0.3849,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1485,3.0,0.5423,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1486,1.0,0.3047,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1487,0.0,0.3307,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1488,2.0,0.3468,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1489,3.0,0.4361,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1490,3.0,0.3213,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1491,0.0,0.3731,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1492,0.0,0.2816,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1493,0.0,0.3711,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1494,3.0,0.419,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1495,1.0,0.3269,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1496,3.0,0.3052,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1497,3.0,0.3006,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1498,3.0,0.2993,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1499,1.0,0.3605,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1500,3.0,0.2941,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1501,2.0,0.4604,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1502,0.0,0.4111,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1503,3.0,0.3564,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1504,1.0,0.2853,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1505,2.0,0.2787,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1506,3.0,0.5596,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1507,3.0,0.4658,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1508,3.0,0.6101,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1509,3.0,0.4807,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1510,1.0,0.3109,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1511,3.0,0.3451,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1512,3.0,0.3109,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1513,3.0,0.3252,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1514,3.0,0.348,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1515,3.0,0.369,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1516,3.0,0.2877,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1517,0.0,0.3614,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1518,3.0,0.2817,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1519,3.0,0.3299,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1520,3.0,0.3232,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1521,3.0,0.275,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1522,3.0,0.3609,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1523,1.0,0.3574,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1524,3.0,0.2858,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1525,3.0,0.3217,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1526,0.0,0.2833,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1527,0.0,0.2972,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1528,0.0,0.2847,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1529,3.0,0.2821,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1530,3.0,0.3429,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1531,2.0,0.2991,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1532,0.0,0.2706,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1533,0.0,0.3176,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1534,3.0,0.5412,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1535,2.0,0.3983,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1536,2.0,0.4368,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1537,3.0,0.4556,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1538,3.0,0.5142,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1539,3.0,0.4351,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1540,3.0,0.4355,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1541,2.0,0.4609,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1542,1.0,0.3465,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1543,2.0,0.2681,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1544,2.0,0.3898,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1545,1.0,0.264,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1546,1.0,0.2988,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1547,3.0,0.3561,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1548,1.0,0.3725,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1549,3.0,0.3961,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1550,3.0,0.3513,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1551,3.0,0.3479,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1552,2.0,0.4043,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1553,0.0,0.3203,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1554,3.0,0.2967,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1555,3.0,0.3269,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1556,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1557,0.0,0.3658,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1558,2.0,0.2767,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1559,2.0,0.4326,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1560,3.0,0.3583,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1561,3.0,0.306,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1562,3.0,0.3133,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1563,3.0,0.3272,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1564,3.0,0.3248,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1565,3.0,0.3503,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1566,2.0,0.3488,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1567,2.0,0.3876,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1568,0.0,0.2905,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1569,0.0,0.2928,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1570,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1571,3.0,0.346,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1572,2.0,0.4506,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1573,3.0,0.4036,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1574,3.0,0.3061,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1575,3.0,0.3847,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1576,3.0,0.328,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1577,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1578,2.0,0.3586,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1579,2.0,0.3957,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1580,1.0,0.4257,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1581,1.0,0.3131,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1582,0.0,0.3532,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1583,0.0,0.307,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1584,2.0,0.2921,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1585,1.0,0.5126,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1586,1.0,0.4113,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1587,3.0,0.3198,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1588,1.0,0.3087,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1589,1.0,0.348,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1590,2.0,0.3532,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1591,3.0,0.3915,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1592,1.0,0.35,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1593,3.0,0.4347,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1594,3.0,0.3071,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1595,3.0,0.4546,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1596,3.0,0.3914,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1597,2.0,0.3888,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1598,3.0,0.3171,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1599,1.0,0.3369,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1600,3.0,0.4186,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1601,0.0,0.3433,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1602,3.0,0.3145,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1603,3.0,0.3987,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1604,3.0,0.3877,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1605,3.0,0.3782,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1606,1.0,0.3132,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1607,1.0,0.3934,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1608,3.0,0.3735,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1609,0.0,0.3599,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1610,3.0,0.543,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1611,2.0,0.3392,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1612,0.0,0.3945,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1613,3.0,0.3354,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1614,0.0,0.4446,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1615,0.0,0.3097,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1616,0.0,0.3218,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1617,3.0,0.3207,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1618,0.0,0.2944,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1619,0.0,0.3002,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1620,0.0,0.2822,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1621,0.0,0.2944,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1622,0.0,0.3835,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1623,2.0,0.2832,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1624,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1625,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1626,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1627,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1628,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1629,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1630,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1631,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1632,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1633,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1634,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1635,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1636,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1637,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1638,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1639,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1640,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1641,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1642,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1643,2.0,0.2821,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1644,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1645,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1646,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1647,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1648,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1649,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1650,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1651,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1652,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1653,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1654,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1655,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1656,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1657,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1658,0.0,0.5485,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1659,0.0,0.5365,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1660,0.0,0.4174,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1661,0.0,0.4174,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1662,0.0,0.4174,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1663,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1664,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1665,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1666,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1667,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1668,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1669,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1670,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1671,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1672,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1673,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1674,0.0,0.3394,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1675,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1676,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1677,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1678,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1679,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1680,1.0,0.3242,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1681,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1682,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1683,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1684,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1685,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1686,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1687,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1688,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1689,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1690,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1691,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1692,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1693,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1694,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1695,0.0,0.4501,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1696,0.0,0.4174,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1697,0.0,0.4174,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1698,0.0,0.4174,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1699,0.0,0.4174,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1700,0.0,0.4174,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1701,0.0,0.3387,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1702,0.0,0.3387,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1703,0.0,0.3387,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1704,0.0,0.3387,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1705,0.0,0.3387,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1706,0.0,0.3387,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1707,0.0,0.3387,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1708,0.0,0.3387,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1709,0.0,0.3801,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1710,0.0,0.3387,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1711,1.0,0.3811,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1712,1.0,0.3811,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1713,0.0,0.2955,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1714,1.0,0.331,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1715,3.0,0.3708,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1716,3.0,0.3708,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1717,3.0,0.3708,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1718,1.0,0.369,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1719,3.0,0.3273,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1720,2.0,0.3428,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1721,1.0,0.3723,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1722,1.0,0.3106,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1723,3.0,0.4042,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1724,3.0,0.4199,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1725,3.0,0.4138,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1726,1.0,0.3493,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1727,3.0,0.3408,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1728,3.0,0.3625,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1729,3.0,0.4518,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1730,3.0,0.3408,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1731,3.0,0.3306,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1732,0.0,0.311,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1733,3.0,0.3152,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1734,1.0,0.2564,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1735,3.0,0.3064,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1736,0.0,0.3703,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1737,3.0,0.2909,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1738,0.0,0.3632,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1739,1.0,0.2897,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1740,1.0,0.3072,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
1741,0.0,0.2759,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1742,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1743,3.0,0.347,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1744,0.0,0.3377,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1745,3.0,0.288,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1746,3.0,0.3273,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1747,3.0,0.2877,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1748,2.0,0.4757,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
1749,0.0,0.3252,"drop, fashion, love, world, big, new, time, begin, go, pendant",
1750,3.0,0.3945,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
1751,3.0,0.4043,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
